Title,Price,Date,Image_URL
"Samsung Galaxy S25 5G Smartphone with Galaxy AI (Navy, 12GB RAM, 512GB Storage), Snapdragon 8 Elite, 50 MP Camera with ProVisual Engine and 4000mAh Battery",86999.0,19:41:38 27-02-2026,https://m.media-amazon.com/images/I/41p8ZRc8apL._SY300_SX300_QL70_ML2_.jpg
OnePlus 15 | 16GB+512GB | Infinite Black | India's First Snapdragon® 8 Elite Gen 5 | 7300mAh Battery | Personalised AI | Game-Changing 165Hz Display | Triple 50MP Camera with 4K 120fps Dolby Vision,79999.0,19:41:41 27-02-2026,https://m.media-amazon.com/images/I/41WRtyMpHSL._SY300_SX300_QL70_ML2_.jpg
"iPhone 17 Pro Max 2 TB: 17.42 cm (6.9″) Display with Promotion, A19 Pro Chip, Best Battery Life in Any iPhone Ever, Pro Fusion Camera System, Center Stage Front Camera; Silver",229900.0,19:41:44 27-02-2026,https://m.media-amazon.com/images/I/31GfxTrNXxL._SY300_SX300_QL70_ML2_.jpg
"ASUS ROG Strix SCAR 18,Intel Core Ultra 9 275HX Gaming Laptop(NVIDIA RTX 5090-24GB/175W TGP/64GB/2TB/2.5K QHD+/18""/240Hz/Windows 11/M365 Basic(1Year)*/Office Home 2024/Off Black/3.30 Kg)G835LX-SA187WS",479990.0,19:41:46 27-02-2026,https://m.media-amazon.com/images/I/41GKJUrpTvL._SY300_SX300_QL70_ML2_.jpg
"Lenovo Legion Pro 7 2025 Intel Core Ultra 9 275HX | NVIDIA RTX 5080 16GB (32GB RAM/1TB SSD/WQXGA OLED/240Hz/16 (40.6cm)/Windows 11/Office 2024+AI Now/Black/2.5Kg), 83F500D9IN AI Powered Gaming Laptop",365990.0,19:41:49 27-02-2026,https://m.media-amazon.com/images/I/51eHKWsfbqL._SY300_SX300_QL70_ML2_.jpg
